127.0.0.1 - - [11/Feb/2018:13:42:56 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:04 +0530] "GET /E-COMMERCE/ HTTP/1.1" 200 5049
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:06 +0530] "GET /E-COMMERCE/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:06 +0530] "GET /E-COMMERCE/img/p3.jpg HTTP/1.1" 200 313642
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:06 +0530] "GET /E-COMMERCE/img/p4.jpg HTTP/1.1" 200 483794
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:06 +0530] "GET /E-COMMERCE/img/p11.jpg HTTP/1.1" 200 285023
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:06 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:06 +0530] "GET /E-COMMERCE/css/style.css HTTP/1.1" 200 2907
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:18 +0530] "GET /E-COMMERCE/about HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:23 +0530] "GET /E-COMMERCE/contactus HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:23 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:39 +0530] "GET /E-COMMERCE/mypage HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:43 +0530] "GET /E-COMMERCE/signin HTTP/1.1" 200 2822
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:43 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:47 +0530] "GET /E-COMMERCE/signup.html HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:52 +0530] "GET /E-COMMERCE/signup.html HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:55 +0530] "GET /E-COMMERCE/contactus.html HTTP/1.1" 404 1044
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:43:58 +0530] "GET /E-COMMERCE/about.html HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:00 +0530] "GET /E-COMMERCE/index.html HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:06 +0530] "GET /E-COMMERCE/signin HTTP/1.1" 200 2822
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:06 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:17 +0530] "GET /E-COMMERCE/Home.jsp HTTP/1.1" 200 5049
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:17 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:48 +0530] "GET /E-COMMERCE/signup HTTP/1.1" 200 7688
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:48 +0530] "GET /E-COMMERCE/js/bootstrap.min.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:48 +0530] "GET /E-COMMERCE/js/reqjs.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:48 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:49 +0530] "GET /E-COMMERCE/js/bootstrap.min.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:49 +0530] "GET /E-COMMERCE/js/reqjs.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:56 +0530] "GET /E-COMMERCE/index.html HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:44:57 +0530] "GET /E-COMMERCE/js/reqjs.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:45:00 +0530] "GET /E-COMMERCE/index.html HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:45:12 +0530] "GET /E-COMMERCE/Home.jsp HTTP/1.1" 200 5049
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:45:12 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:45:23 +0530] "GET /E-COMMERCE/about HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:45:43 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:07 +0530] "GET /E-COMMERCE/Home.jsp HTTP/1.1" 200 4998
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:07 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:10 +0530] "GET /E-COMMERCE/Home.jsp HTTP/1.1" 200 4998
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:10 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:11 +0530] "GET /E-COMMERCE/Home.jsp HTTP/1.1" 200 4998
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:11 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:12 +0530] "GET /E-COMMERCE/about HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:14 +0530] "GET /E-COMMERCE/contactus HTTP/1.1" 200 5583
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:14 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:17 +0530] "GET /E-COMMERCE/signup HTTP/1.1" 200 7688
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:17 +0530] "GET /E-COMMERCE/js/bootstrap.min.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:17 +0530] "GET /E-COMMERCE/js/reqjs.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:17 +0530] "GET /E-COMMERCE/img/snslogo.jpg HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [11/Feb/2018:13:50:17 +0530] "GET /E-COMMERCE/js/bootstrap.min.js HTTP/1.1" 404 1054
